symbol,issuer,cuit,sector,currency,settlement,price,bid,ask,volume,spread_abs,spread_pct,years_to_maturity,maturity_date,liquidity_score,is_mapped
RAC5Y,[RAC],,Sin mapear,USD,1,0.0,0.0,0.0,0.0,,,3.8138,2030-04-24,33.66,False
RAC5Z,[RAC],,Sin mapear,EXT,1,0.0,0.0,0.0,0.0,,,3.8138,2030-04-24,33.66,False
RAC5Z,[RAC],,Sin mapear,EXT,2,0.0,0.0,0.0,0.0,,,3.8138,2030-04-24,33.66,False
RAC7C,[RAC],,Sin mapear,EXT,2,0.0,0.0,0.0,0.0,,,6.4476,2032-12-11,33.66,False
RAC7D,[RAC],,Sin mapear,USD,1,0.0,0.0,0.0,0.0,,,6.4476,2032-12-11,33.66,False
RAC7D,[RAC],,Sin mapear,USD,2,0.0,0.0,0.0,0.0,,,6.4476,2032-12-11,33.66,False
RAC7O,[RAC],,Sin mapear,ARS,1,0.0,0.0,0.0,0.0,,,6.4476,2032-12-11,33.66,False
RAC7O,[RAC],,Sin mapear,ARS,2,0.0,0.0,0.0,0.0,,,6.4476,2032-12-11,33.66,False
RB58O,Rombo Cía. Financiera S.A.,33707124909,Financiero - Crédito Automotriz,ARS,1,0.0,0.0,0.0,0.0,,,0.2026,2026-09-13,33.66,True
RB59O,Rombo Cía. Financiera S.A.,33707124909,Financiero - Crédito Automotriz,ARS,2,0.0,0.0,0.0,0.0,,,0.0821,2026-07-31,33.66,True
RB59X,Rombo Cía. Financiera S.A.,33707124909,Financiero - Crédito Automotriz,ARS,2,0.0,0.0,0.0,0.0,,,0.0821,2026-07-31,33.66,True
RB60O,Rombo Cía. Financiera S.A.,33707124909,Financiero - Crédito Automotriz,ARS,2,0.0,0.0,0.0,0.0,,,0.5859,2027-01-31,33.66,True
RB64X,Rombo Cía. Financiera S.A.,33707124909,Financiero - Crédito Automotriz,ARS,1,0.0,0.0,0.0,0.0,,,0.4627,2026-12-17,33.66,True
RB64X,Rombo Cía. Financiera S.A.,33707124909,Financiero - Crédito Automotriz,ARS,2,0.0,0.0,0.0,0.0,,,0.4627,2026-12-17,33.66,True
RB66O,Rombo Cía. Financiera S.A.,33707124909,Financiero - Crédito Automotriz,ARS,2,0.0,0.0,0.0,0.0,,,1.462,2027-12-17,33.66,True
RB66X,Rombo Cía. Financiera S.A.,33707124909,Financiero - Crédito Automotriz,ARS,2,0.0,0.0,0.0,0.0,,,1.462,2027-12-17,33.66,True
RC1CC,ARCOR S.A.I.C.,30502793175,,EXT,1,0.0,0.0,0.0,0.0,,,7.0828,2033-07-31,33.66,True
RC1CC,ARCOR S.A.I.C.,30502793175,,EXT,2,0.0,0.0,0.0,0.0,,,7.0828,2033-07-31,33.66,True
RC1CX,ARCOR S.A.I.C.,30502793175,,ARS,1,0.0,0.0,0.0,0.0,,,7.0828,2033-07-31,33.66,True
RC1CY,ARCOR S.A.I.C.,30502793175,,USD,2,0.0,0.0,0.0,0.0,,,7.0828,2033-07-31,33.66,True
RC1CZ,ARCOR S.A.I.C.,30502793175,,EXT,1,0.0,0.0,0.0,0.0,,,7.0828,2033-07-31,33.66,True
RC2CC,ARCOR S.A.I.C.,30502793175,,EXT,1,0.0,0.0,0.0,0.0,,,0.2656,2026-10-06,33.66,True
RC2CX,ARCOR S.A.I.C.,30502793175,,ARS,1,0.0,0.0,0.0,0.0,,,0.2656,2026-10-06,33.66,True
RC2CY,ARCOR S.A.I.C.,30502793175,,USD,1,0.0,0.0,0.0,0.0,,,0.2656,2026-10-06,33.66,True
RC3CO,Arcor S.A.I.C.,30502793175,Consumo - Alimentos,ARS,1,0.0,1.0,0.0,0.0,,,0.4572,2026-12-15,33.66,True
RC3CX,Arcor S.A.I.C.,30502793175,Consumo - Alimentos,ARS,2,0.0,0.0,0.0,0.0,,,0.4572,2026-12-15,33.66,True
RC4CO,ARCOR S.A.I.C.,30502793175,,ARS,1,0.0,0.01,0.0,0.0,,,0.6543,2027-02-25,33.66,True
RC4CX,ARCOR S.A.I.C.,30502793175,,ARS,2,0.0,0.0,0.0,0.0,,,0.6543,2027-02-25,33.66,True
RC5CC,ARCOR S.A.I.C.,30502793175,,EXT,2,0.0,0.0,100.5,0.0,,,2.8884,2029-05-21,33.66,True
RC5CO,ARCOR S.A.I.C.,30502793175,,ARS,1,0.0,153000.0,0.0,0.0,,,2.8884,2029-05-21,33.66,True
RCCRC,Arcor S.A.I.C.,30502793175,Consumo - Alimentos,EXT,1,0.0,0.0,0.0,0.0,,,0.8542,2027-05-09,33.66,True
RCCRY,Arcor S.A.I.C.,30502793175,Consumo - Alimentos,USD,2,0.0,0.0,0.0,0.0,,,0.8542,2027-05-09,33.66,True
ROC1D,[ROC],,Sin mapear,USD,2,0.0,0.0,0.0,0.0,,,1.2402,2027-09-27,33.66,False
RUCDC,CERAMICA RUTA 16 S.R.L.,30710080085,,EXT,1,0.0,0.0,0.0,0.0,,,4.4298,2030-12-05,33.66,True
RUCDX,CERAMICA RUTA 16 S.R.L.,30710080085,,ARS,1,0.0,0.0,0.0,0.0,,,4.4298,2030-12-05,33.66,True
RUCDX,CERAMICA RUTA 16 S.R.L.,30710080085,,ARS,2,0.0,0.0,0.0,0.0,,,4.4298,2030-12-05,33.66,True
RUCDZ,CERAMICA RUTA 16 S.R.L.,30710080085,,EXT,1,0.0,0.0,0.0,0.0,,,4.4298,2030-12-05,33.66,True
RUCEC,CERAMICA RUTA 16 S.R.L.,30710080085,,EXT,1,0.0,0.0,0.0,0.0,,,1.3306,2027-10-30,33.66,True
RUCEX,CERAMICA RUTA 16 S.R.L.,30710080085,,ARS,1,0.0,0.0,0.0,0.0,,,1.3306,2027-10-30,33.66,True
RUCEZ,CERAMICA RUTA 16 S.R.L.,30710080085,,EXT,1,0.0,0.0,0.0,0.0,,,1.3306,2027-10-30,33.66,True
RVS1D,[RVS],,Sin mapear,USD,1,0.0,0.0,0.035,0.0,,,0.6598,2027-02-27,33.66,False
RZABO,Rizobacter Argentina S.A.,30593174057,Agro - Biotech,ARS,1,0.0,0.0,107240.0,0.0,,,1.41,2027-11-28,33.66,True
RZABY,Rizobacter Argentina S.A.,30593174057,Agro - Biotech,USD,1,0.0,0.0,0.0,0.0,,,1.41,2027-11-28,33.66,True
RZBAO,RIZOBACTER ARGENTINA S.A.,30593174057,,ARS,1,0.0,0.0,0.0,0.0,,,3.1759,2029-09-03,33.66,True
RZBBD,RIZOBACTER ARGENTINA S.A.,30593174057,,USD,1,0.0,0.0,85.0,0.0,,,3.1759,2029-09-03,33.66,True
RZBBO,RIZOBACTER ARGENTINA S.A.,30593174057,,ARS,1,0.0,85010.0,0.0,0.0,,,3.1759,2029-09-03,33.66,True
RZBCD,RIZOBACTER ARGENTINA S.A.,30593174057,,USD,1,0.0,0.0,78.0,0.0,,,3.1759,2029-09-03,33.66,True
SBC1C,SAN BAUTISTA DEL SUR SA,30715659340,,EXT,2,0.0,70.0,0.0,0.0,,,1.18,2027-09-05,33.66,True
SBC1X,SAN BAUTISTA DEL SUR SA,30715659340,,ARS,1,0.0,0.0,0.0,0.0,,,1.18,2027-09-05,33.66,True
SBC1Z,SAN BAUTISTA DEL SUR SA,30715659340,,EXT,1,0.0,0.0,0.0,0.0,,,1.18,2027-09-05,33.66,True
SBC2C,SAN BAUTISTA DEL SUR SA,30715659340,,EXT,1,0.0,0.0,0.0,0.0,,,2.5462,2029-01-16,33.66,True
SBC2C,SAN BAUTISTA DEL SUR SA,30715659340,,EXT,2,0.0,98.96,0.0,0.0,,,2.5462,2029-01-16,33.66,True
SBC3C,SAN BAUTISTA DEL SUR SA,30715659340,,EXT,2,0.0,0.0,101.85,0.0,,,2.9021,2029-05-26,33.66,True
SBC3O,SAN BAUTISTA DEL SUR SA,30715659340,,ARS,1,0.0,153000.0,0.0,0.0,,,2.9021,2029-05-26,33.66,True
SIC1C,[SIC],,Sin mapear,EXT,2,0.0,0.0,0.0,0.0,,,0.4408,2026-12-09,33.66,False
SIC1O,[SIC],,Sin mapear,ARS,1,0.0,0.0,0.0,0.0,,,0.4408,2026-12-09,33.66,False
SIC1Y,[SIC],,Sin mapear,USD,2,0.0,0.0,0.0,0.0,,,0.4408,2026-12-09,33.66,False
SNABO,S.A. San Miguel,30511190238,Agro - Frutícola,ARS,1,0.0,99210.0,0.0,0.0,,,0.0767,2026-07-29,33.66,True
SNEAD,SION S.A.,30690076043,,USD,1,0.0,0.0,0.0,0.0,,,3.0363,2029-07-14,33.66,True
SNEAX,SION S.A.,30690076043,,ARS,1,0.0,0.0,0.0,0.0,,,3.0363,2029-07-14,33.66,True
SNEAZ,SION S.A.,30690076043,,EXT,1,0.0,0.0,0.0,0.0,,,3.0363,2029-07-14,33.66,True
SNSBD,SION S.A.,30690076043,,USD,1,0.0,0.0,0.0,0.0,,,0.2875,2026-10-14,33.66,True
SNSEP,SION S.A.,30690076043,,ARS,2,0.0,0.0,0.0,0.0,,,0.5503,2027-01-18,33.66,True
SOC3O,SPECIAL GRAINS S.A/PETROAGRO S.A.,30600615889,,ARS,2,0.0,0.0,0.0,0.0,,,0.2793,2026-10-11,33.66,True
STCFD,[STC],,Sin mapear,USD,1,0.0,0.0,0.0,0.0,,,0.6352,2027-02-18,33.66,False
STCFD,[STC],,Sin mapear,USD,2,0.0,98.55,0.0,0.0,,,0.6352,2027-02-18,33.66,False
STCFO,[STC],,Sin mapear,ARS,1,0.0,0.0,0.0,0.0,,,0.6352,2027-02-18,33.66,False
STCFO,[STC],,Sin mapear,ARS,2,0.0,0.0,0.0,0.0,,,0.6352,2027-02-18,33.66,False
STCFY,[STC],,Sin mapear,USD,2,0.0,0.0,0.0,0.0,,,0.6352,2027-02-18,33.66,False
STCGO,[STC],,Sin mapear,ARS,2,0.0,0.0,0.0,0.0,,,0.6352,2027-02-18,33.66,False
STCGX,[STC],,Sin mapear,ARS,2,0.0,0.0,0.0,0.0,,,0.6352,2027-02-18,33.66,False
SXC1X,MERCADO PAGO SERVICIOS DE PROCESAMIENTO S.R.L.,30716999498,,ARS,1,0.0,0.0,0.0,0.0,,,0.0465,2026-07-18,33.66,True
SXC1X,MERCADO PAGO SERVICIOS DE PROCESAMIENTO S.R.L.,30716999498,,ARS,2,0.0,0.0,0.0,0.0,,,0.0465,2026-07-18,33.66,True
SXC3O,MERCADO PAGO SERVICIOS DE PROCESAMIENTO S.R.L.,30716999498,,ARS,1,0.0,0.0,0.0,0.0,,,0.6489,2027-02-23,33.66,True
SXC3X,MERCADO PAGO SERVICIOS DE PROCESAMIENTO S.R.L.,30716999498,,ARS,1,0.0,0.0,0.0,0.0,,,0.6489,2027-02-23,33.66,True
SXC3X,MERCADO PAGO SERVICIOS DE PROCESAMIENTO S.R.L.,30716999498,,ARS,2,0.0,0.0,0.0,0.0,,,0.6489,2027-02-23,33.66,True
SXC4C,MERCADO PAGO SERVICIOS DE PROCESAMIENTO S.R.L.,30716999498,,EXT,2,0.0,0.0,101.5,0.0,,,0.1697,2026-09-01,33.66,True
SXC5O,MERCADO PAGO SERVICIOS DE PROCESAMIENTO S.R.L.,30716999498,,ARS,2,0.0,0.0,0.0,0.0,,,0.3833,2026-11-18,33.66,True
SXC5X,MERCADO PAGO SERVICIOS DE PROCESAMIENTO S.R.L.,30716999498,,ARS,1,0.0,0.0,0.0,0.0,,,0.3833,2026-11-18,33.66,True
SXC5X,MERCADO PAGO SERVICIOS DE PROCESAMIENTO S.R.L.,30716999498,,ARS,2,0.0,0.0,0.0,0.0,,,0.3833,2026-11-18,33.66,True
SXC6O,MERCADO PAGO SERVICIOS DE PROCESAMIENTO S.R.L.,30716999498,,ARS,2,0.0,0.0,0.0,0.0,,,0.8789,2027-05-18,33.66,True
SXC6X,MERCADO PAGO SERVICIOS DE PROCESAMIENTO S.R.L.,30716999498,,ARS,1,0.0,0.0,0.0,0.0,,,0.8789,2027-05-18,33.66,True
SXC6X,MERCADO PAGO SERVICIOS DE PROCESAMIENTO S.R.L.,30716999498,,ARS,2,0.0,0.0,0.0,0.0,,,0.8789,2027-05-18,33.66,True
T641C,Tarjeta Naranja S.A.,30685376349,Financiero - Crédito Consumo,EXT,1,0.0,0.0,0.0,0.0,,,0.8296,2027-04-30,33.66,True
T661C,Tarjeta Naranja S.A.,30685376349,Financiero - Crédito Consumo,EXT,1,0.0,0.0,0.0,0.0,,,0.4162,2026-11-30,33.66,True
T661D,Tarjeta Naranja S.A.,30685376349,Financiero - Crédito Consumo,USD,1,0.0,0.0,0.0,0.0,,,0.4162,2026-11-30,33.66,True
T661D,Tarjeta Naranja S.A.,30685376349,Financiero - Crédito Consumo,USD,2,0.0,0.0,0.0,0.0,,,0.4162,2026-11-30,33.66,True
T661O,Tarjeta Naranja S.A.,30685376349,Financiero - Crédito Consumo,ARS,1,0.0,0.0,0.0,0.0,,,0.4162,2026-11-30,33.66,True
T661X,Tarjeta Naranja S.A.,30685376349,Financiero - Crédito Consumo,ARS,1,0.0,0.0,0.0,0.0,,,0.4162,2026-11-30,33.66,True
T661X,Tarjeta Naranja S.A.,30685376349,Financiero - Crédito Consumo,ARS,2,0.0,0.0,0.0,0.0,,,0.4162,2026-11-30,33.66,True
T662C,Tarjeta Naranja S.A.,30685376349,Financiero - Crédito Consumo,EXT,2,0.0,93.6,0.0,0.0,,,0.167,2026-08-31,33.66,True
T662D,Tarjeta Naranja S.A.,30685376349,Financiero - Crédito Consumo,USD,1,0.0,99.4,0.0,0.0,,,0.167,2026-08-31,33.66,True
T662O,Tarjeta Naranja S.A.,30685376349,Financiero - Crédito Consumo,ARS,1,0.0,146000.0,0.0,0.0,,,0.167,2026-08-31,33.66,True
T662X,Tarjeta Naranja S.A.,30685376349,Financiero - Crédito Consumo,ARS,1,0.0,0.0,0.0,0.0,,,0.167,2026-08-31,33.66,True
T662X,Tarjeta Naranja S.A.,30685376349,Financiero - Crédito Consumo,ARS,2,0.0,0.0,0.0,0.0,,,0.167,2026-08-31,33.66,True
T662Y,Tarjeta Naranja S.A.,30685376349,Financiero - Crédito Consumo,USD,2,0.0,0.0,0.0,0.0,,,0.167,2026-08-31,33.66,True
T671O,Tarjeta Naranja S.A.U.,30685376349,Financiero - Consumo,ARS,2,0.0,0.01,0.0,0.0,,,0.8898,2027-05-22,33.66,True
T671X,Tarjeta Naranja S.A.U.,30685376349,Financiero - Consumo,ARS,1,0.0,0.0,0.0,0.0,,,0.8898,2027-05-22,33.66,True
T671X,Tarjeta Naranja S.A.U.,30685376349,Financiero - Consumo,ARS,2,0.0,0.0,0.0,0.0,,,0.8898,2027-05-22,33.66,True
T672D,Tarjeta Naranja S.A.U.,30685376349,Financiero - Consumo,USD,1,0.0,97.0,0.0,0.0,,,0.6461,2027-02-22,33.66,True
T672O,Tarjeta Naranja S.A.U.,30685376349,Financiero - Consumo,ARS,1,0.0,143000.0,0.0,0.0,,,0.6461,2027-02-22,33.66,True
T672X,Tarjeta Naranja S.A.U.,30685376349,Financiero - Consumo,ARS,1,0.0,0.0,0.0,0.0,,,0.6461,2027-02-22,33.66,True
T672Z,Tarjeta Naranja S.A.U.,30685376349,Financiero - Consumo,EXT,1,0.0,0.0,0.0,0.0,,,0.6461,2027-02-22,33.66,True
T673D,Tarjeta Naranja S.A.U.,30685376349,Financiero - Consumo,USD,2,0.0,0.0,104.0,0.0,,,1.3936,2027-11-22,33.66,True
T673O,Tarjeta Naranja S.A.U.,30685376349,Financiero - Consumo,ARS,1,0.0,0.0,0.0,0.0,,,1.3936,2027-11-22,33.66,True
T673O,Tarjeta Naranja S.A.U.,30685376349,Financiero - Consumo,ARS,2,0.0,142000.0,0.0,0.0,,,1.3936,2027-11-22,33.66,True
T673X,Tarjeta Naranja S.A.U.,30685376349,Financiero - Consumo,ARS,1,0.0,0.0,0.0,0.0,,,1.3936,2027-11-22,33.66,True
T673X,Tarjeta Naranja S.A.U.,30685376349,Financiero - Consumo,ARS,2,0.0,0.0,0.0,0.0,,,1.3936,2027-11-22,33.66,True
T673Z,Tarjeta Naranja S.A.U.,30685376349,Financiero - Consumo,EXT,1,0.0,0.0,0.0,0.0,,,1.3936,2027-11-22,33.66,True
T673Z,Tarjeta Naranja S.A.U.,30685376349,Financiero - Consumo,EXT,2,0.0,0.0,0.0,0.0,,,1.3936,2027-11-22,33.66,True
TE53P,[TE5],,Sin mapear,ARS,1,0.0,0.0,0.0,0.0,,,0.1889,2026-09-08,33.66,False
TL21P,TALLERES METALURGICOS CRUCIANELLI S.A.,30503423347,,ARS,2,0.0,0.0,0.0,0.0,,,0.1944,2026-09-10,33.66,True
TLCDD,Telecom Argentina S.A.,30639453738,Telecomunicaciones,USD,2,0.0,96.48,0.0,0.0,,,0.6872,2027-03-09,33.66,True
TLCDO,Telecom Argentina S.A.,30639453738,Telecomunicaciones,ARS,1,0.0,0.0,0.0,0.0,,,0.6872,2027-03-09,33.66,True
TLCDO,Telecom Argentina S.A.,30639453738,Telecomunicaciones,ARS,2,0.0,129500.0,0.0,0.0,,,0.6872,2027-03-09,33.66,True
TLCDX,Telecom Argentina S.A.,30639453738,Telecomunicaciones,ARS,1,0.0,0.0,0.0,0.0,,,0.6872,2027-03-09,33.66,True
TLCDX,Telecom Argentina S.A.,30639453738,Telecomunicaciones,ARS,2,0.0,0.0,0.0,0.0,,,0.6872,2027-03-09,33.66,True
TLCDZ,Telecom Argentina S.A.,30639453738,Telecomunicaciones,EXT,2,0.0,0.0,0.0,0.0,,,0.6872,2027-03-09,33.66,True
TLCFC,Telecom Argentina S.A.,30639453738,Telecomunicaciones,EXT,1,0.0,0.0,0.0,0.0,,,1.6126,2028-02-10,33.66,True
TLCFD,Telecom Argentina S.A.,30639453738,Telecomunicaciones,USD,1,0.0,0.0,0.0,0.0,,,1.6126,2028-02-10,33.66,True
TLCFD,Telecom Argentina S.A.,30639453738,Telecomunicaciones,USD,2,0.0,0.0,0.0,0.0,,,1.6126,2028-02-10,33.66,True
TLCFO,Telecom Argentina S.A.,30639453738,Telecomunicaciones,ARS,1,0.0,0.0,0.0,0.0,,,1.6126,2028-02-10,33.66,True
TLCFO,Telecom Argentina S.A.,30639453738,Telecomunicaciones,ARS,2,0.0,129400.0,0.0,0.0,,,1.6126,2028-02-10,33.66,True
TLCFX,Telecom Argentina S.A.,30639453738,Telecomunicaciones,ARS,1,0.0,0.0,0.0,0.0,,,1.6126,2028-02-10,33.66,True
TLCFX,Telecom Argentina S.A.,30639453738,Telecomunicaciones,ARS,2,0.0,0.0,0.0,0.0,,,1.6126,2028-02-10,33.66,True
TLCJO,TELECOM ARGENTINA S.A.,30639453738,,ARS,2,0.0,114290.0,0.0,0.0,,,1.3799,2027-11-17,33.66,True
TLCJX,TELECOM ARGENTINA S.A.,30639453738,,ARS,1,0.0,0.0,0.0,0.0,,,1.3799,2027-11-17,33.66,True
TLCJX,TELECOM ARGENTINA S.A.,30639453738,,ARS,2,0.0,0.0,0.0,0.0,,,1.3799,2027-11-17,33.66,True
TLCKO,TELECOM ARGENTINA S.A.,30639453738,,ARS,1,0.0,0.0,0.0,0.0,,,0.3806,2026-11-17,33.66,True
TLCKX,TELECOM ARGENTINA S.A.,30639453738,,ARS,1,0.0,0.0,0.0,0.0,,,0.3806,2026-11-17,33.66,True
TLCKX,TELECOM ARGENTINA S.A.,30639453738,,ARS,2,0.0,0.0,0.0,0.0,,,0.3806,2026-11-17,33.66,True
TLCMX,Telecom Argentina S.A.,30639453738,Telecomunicaciones,ARS,1,0.0,0.0,0.0,0.0,,,5.0459,2031-07-18,33.66,True
TLCMX,Telecom Argentina S.A.,30639453738,Telecomunicaciones,ARS,2,0.0,0.0,0.0,0.0,,,5.0459,2031-07-18,33.66,True
TLCMY,Telecom Argentina S.A.,30639453738,Telecomunicaciones,USD,1,0.0,0.0,0.0,0.0,,,5.0459,2031-07-18,33.66,True
TLCMY,Telecom Argentina S.A.,30639453738,Telecomunicaciones,USD,2,0.0,0.0,0.0,0.0,,,5.0459,2031-07-18,33.66,True
TLCMZ,Telecom Argentina S.A.,30639453738,Telecomunicaciones,EXT,1,0.0,0.0,0.0,0.0,,,5.0459,2031-07-18,33.66,True
TLCMZ,Telecom Argentina S.A.,30639453738,Telecomunicaciones,EXT,2,0.0,0.0,0.0,0.0,,,5.0459,2031-07-18,33.66,True
TLCOC,Telecom Argentina S.A.,30639453738,Telecomunicaciones,EXT,1,0.0,0.0,0.0,0.0,,,2.412,2028-11-28,33.66,True
TLCOY,Telecom Argentina S.A.,30639453738,Telecomunicaciones,USD,2,0.0,0.0,0.0,0.0,,,2.412,2028-11-28,33.66,True
TLCPX,Telecom Argentina S.A.,30639453738,Telecomunicaciones,ARS,1,0.0,0.0,0.0,0.0,,,6.9076,2033-05-28,33.66,True
TLCPX,Telecom Argentina S.A.,30639453738,Telecomunicaciones,ARS,2,0.0,0.0,0.0,0.0,,,6.9076,2033-05-28,33.66,True
TLCPY,Telecom Argentina S.A.,30639453738,Telecomunicaciones,USD,2,0.0,0.0,0.0,0.0,,,6.9076,2033-05-28,33.66,True
TLCPZ,Telecom Argentina S.A.,30639453738,Telecomunicaciones,EXT,1,0.0,0.0,0.0,0.0,,,6.9076,2033-05-28,33.66,True
TLCPZ,Telecom Argentina S.A.,30639453738,Telecomunicaciones,EXT,2,0.0,0.0,0.0,0.0,,,6.9076,2033-05-28,33.66,True
TLCQC,Telecom Argentina S.A.,30639453738,Telecomunicaciones,EXT,1,0.0,0.0,0.0,0.0,,,1.0021,2027-07-02,33.66,True
TLCRO,Telecom Argentina S.A.,30639453738,Telecomunicaciones,ARS,1,0.0,0.0,0.0,0.0,,,0.0465,2026-07-18,33.66,True
TLCRX,Telecom Argentina S.A.,30639453738,Telecomunicaciones,ARS,1,0.0,0.0,0.0,0.0,,,0.0465,2026-07-18,33.66,True
TLCRX,Telecom Argentina S.A.,30639453738,Telecomunicaciones,ARS,2,0.0,0.0,0.0,0.0,,,0.0465,2026-07-18,33.66,True
TLCTX,Telecom Argentina S.A.,30639453738,Telecomunicaciones,ARS,1,0.0,0.0,0.0,0.0,,,9.5551,2036-01-20,33.66,True
TLCTY,Telecom Argentina S.A.,30639453738,Telecomunicaciones,USD,2,0.0,0.0,0.0,0.0,,,9.5551,2036-01-20,33.66,True
TLCUO,Telecom Argentina S.A.,30639453738,Telecomunicaciones,ARS,1,0.0,157640.0,0.0,0.0,,,2.6776,2029-03-05,33.66,True
TLCVC,Telecom Argentina S.A.,30639453738,Telecomunicaciones,EXT,2,0.0,0.0,100.4,0.0,,,0.909,2027-05-29,33.66,True
TLCWC,Telecom Argentina S.A.,30639453738,Telecomunicaciones,EXT,2,0.0,0.0,100.35,0.0,,,3.9097,2030-05-29,33.66,True
TSC3X,[TSC],,Sin mapear,ARS,1,0.0,0.0,0.0,0.0,,,5.0623,2031-07-24,33.66,False
TSC3X,[TSC],,Sin mapear,ARS,2,0.0,0.0,0.0,0.0,,,5.0623,2031-07-24,33.66,False
TSC3Y,[TSC],,Sin mapear,USD,1,0.0,0.0,0.0,0.0,,,5.0623,2031-07-24,33.66,False
TSC3Y,[TSC],,Sin mapear,USD,2,0.0,0.0,0.0,0.0,,,5.0623,2031-07-24,33.66,False
TSC3Z,[TSC],,Sin mapear,EXT,1,0.0,0.0,0.0,0.0,,,5.0623,2031-07-24,33.66,False
TSC3Z,[TSC],,Sin mapear,EXT,2,0.0,0.0,0.0,0.0,,,5.0623,2031-07-24,33.66,False
TSC4C,[TSC],,Sin mapear,EXT,1,0.0,0.0,107.3,0.0,,,9.3881,2035-11-20,33.66,False
TTC8X,Tecpetrol S.A.,30592665472,Energía - Petróleo y Gas,ARS,1,0.0,0.0,0.0,0.0,,,1.3142,2027-10-24,33.66,True
TTC8X,Tecpetrol S.A.,30592665472,Energía - Petróleo y Gas,ARS,2,0.0,0.0,0.0,0.0,,,1.3142,2027-10-24,33.66,True
TTC8Y,Tecpetrol S.A.,30592665472,Energía - Petróleo y Gas,USD,2,0.0,0.0,0.0,0.0,,,1.3142,2027-10-24,33.66,True
TTC9C,Tecpetrol S.A.,30592665472,Energía - Petróleo y Gas,EXT,1,0.0,0.0,0.0,0.0,,,3.3155,2029-10-24,33.66,True
TTC9X,Tecpetrol S.A.,30592665472,Energía - Petróleo y Gas,ARS,1,0.0,0.0,0.0,0.0,,,3.3155,2029-10-24,33.66,True
TTCAC,Tecpetrol S.A.,30592665472,Energía - Petróleo y Gas,EXT,1,0.0,0.0,0.0,0.0,,,6.5626,2033-01-22,33.66,True
TTCAC,Tecpetrol S.A.,30592665472,Energía - Petróleo y Gas,EXT,2,0.0,105.8,0.0,0.0,,,6.5626,2033-01-22,33.66,True
TTCAD,Tecpetrol S.A.,30592665472,Energía - Petróleo y Gas,USD,1,0.0,110.5,0.0,0.0,,,6.5626,2033-01-22,33.66,True
TTCAO,Tecpetrol S.A.,30592665472,Energía - Petróleo y Gas,ARS,1,0.0,167220.0,0.0,0.0,,,6.5626,2033-01-22,33.66,True
TTCAY,Tecpetrol S.A.,30592665472,Energía - Petróleo y Gas,USD,1,0.0,0.0,0.0,0.0,,,6.5626,2033-01-22,33.66,True
TTCAY,Tecpetrol S.A.,30592665472,Energía - Petróleo y Gas,USD,2,0.0,0.0,0.0,0.0,,,6.5626,2033-01-22,33.66,True
TTCAZ,Tecpetrol S.A.,30592665472,Energía - Petróleo y Gas,EXT,2,0.0,0.0,0.0,0.0,,,6.5626,2033-01-22,33.66,True
TTCBC,Tecpetrol S.A.,30592665472,Energía - Petróleo y Gas,EXT,2,0.0,100.55,0.0,0.0,,,1.2923,2027-10-16,33.66,True
TTCBD,Tecpetrol S.A.,30592665472,Energía - Petróleo y Gas,USD,1,0.0,104.35,0.0,0.0,,,1.2923,2027-10-16,33.66,True
TTCBO,Tecpetrol S.A.,30592665472,Energía - Petróleo y Gas,ARS,1,0.0,159190.0,0.0,0.0,,,1.2923,2027-10-16,33.66,True
TTCBY,Tecpetrol S.A.,30592665472,Energía - Petróleo y Gas,USD,1,0.0,0.0,0.0,0.0,,,1.2923,2027-10-16,33.66,True
TTCBY,Tecpetrol S.A.,30592665472,Energía - Petróleo y Gas,USD,2,0.0,0.0,0.0,0.0,,,1.2923,2027-10-16,33.66,True
TTCDX,Tecpetrol S.A.,30592665472,Energía - Petróleo y Gas,ARS,1,0.0,0.0,0.0,0.0,,,4.3422,2030-11-03,33.66,True
TTCDX,Tecpetrol S.A.,30592665472,Energía - Petróleo y Gas,ARS,2,0.0,0.0,0.0,0.0,,,4.3422,2030-11-03,33.66,True
TTCDY,Tecpetrol S.A.,30592665472,Energía - Petróleo y Gas,USD,1,0.0,0.0,0.0,0.0,,,4.3422,2030-11-03,33.66,True
TTCDY,Tecpetrol S.A.,30592665472,Energía - Petróleo y Gas,USD,2,0.0,0.0,0.0,0.0,,,4.3422,2030-11-03,33.66,True
TTCDZ,Tecpetrol S.A.,30592665472,Energía - Petróleo y Gas,EXT,1,0.0,0.0,0.0,0.0,,,4.3422,2030-11-03,33.66,True
TTCDZ,Tecpetrol S.A.,30592665472,Energía - Petróleo y Gas,EXT,2,0.0,0.0,0.0,0.0,,,4.3422,2030-11-03,33.66,True
TTCEY,Tecpetrol S.A.,30592665472,Energía - Petróleo y Gas,USD,2,0.0,0.0,0.0,0.0,,,2.8884,2029-05-21,33.66,True
TY34O,Toyota Compañía Financiera de Argentina S.A.,30709000426,Financiero - Crédito Automotriz,ARS,2,0.0,0.0,0.0,0.0,,,0.6571,2027-02-26,33.66,True
VA1AC,[VA1],,Sin mapear,EXT,1,0.0,0.0,0.0,0.0,,,0.2163,2026-09-18,33.66,False
VA1AD,[VA1],,Sin mapear,USD,1,0.0,0.0,0.0,0.0,,,0.2163,2026-09-18,33.66,False
